Year, Month, Monthly_MSL, Linear_Trend, High_Conf., Low_Conf.
1938,10,-0.140,-0.216,-0.203,-0.228,
1938,11,-0.226,-0.215,-0.203,-0.227,
1938,12,-0.206,-0.215,-0.203,-0.227,
1939,1,-0.249,-0.215,-0.203,-0.227,
1939,2,-0.238,-0.214,-0.202,-0.226,
1939,3,-0.188,-0.214,-0.202,-0.226,
1939,4,-0.229,-0.214,-0.202,-0.226,
1939,5,-0.181,-0.213,-0.202,-0.225,
1939,6,-0.203,-0.213,-0.201,-0.225,
1939,7,-0.181,-0.213,-0.201,-0.225,
1939,8,-0.165,-0.212,-0.201,-0.224,
1939,9,-0.190,-0.212,-0.200,-0.224,
1939,10,-0.240,-0.212,-0.200,-0.224,
1939,11,-0.178,-0.212,-0.200,-0.223,
1939,12,-0.264,-0.211,-0.200,-0.223,
1940,1,-0.222,-0.211,-0.199,-0.223,
1940,2,-0.131,-0.211,-0.199,-0.222,
1940,3,-0.209,-0.210,-0.199,-0.222,
1940,4,-0.220,-0.210,-0.198,-0.222,
1940,5,-0.138,-0.210,-0.198,-0.221,
1940,6,-0.188,-0.209,-0.198,-0.221,
1940,7,-0.196,-0.209,-0.198,-0.221,
1940,8,-0.095,-0.209,-0.197,-0.220,
1940,9,-0.168,-0.208,-0.197,-0.220,
1940,10,-0.185,-0.208,-0.197,-0.220,
1940,11,-0.263,-0.208,-0.196,-0.219,
1940,12,-0.176,-0.207,-0.196,-0.219,
1941,1,-0.091,-0.207,-0.196,-0.218,
1941,2,-0.223,-0.207,-0.196,-0.218,
1941,3,-0.282,-0.207,-0.195,-0.218,
1941,4,-0.162,-0.206,-0.195,-0.217,
1941,5,-0.236,-0.206,-0.195,-0.217,
1941,6,-0.215,-0.206,-0.194,-0.217,
1941,7,-0.209,-0.205,-0.194,-0.216,
1941,8,-0.245,-0.205,-0.194,-0.216,
1941,9,-0.257,-0.205,-0.194,-0.216,
1941,10,-0.335,-0.204,-0.193,-0.215,
1941,11,-0.330,-0.204,-0.193,-0.215,
1941,12,-0.212,-0.204,-0.193,-0.215,
1942,1,-0.231,-0.203,-0.192,-0.214,
1942,2,-0.238,-0.203,-0.192,-0.214,
1942,3,-0.227,-0.203,-0.192,-0.214,
1942,4,-0.196,-0.202,-0.192,-0.213,
1942,5,-0.236,-0.202,-0.191,-0.213,
1942,6,-0.145,-0.202,-0.191,-0.213,
1942,7,-0.178,-0.202,-0.191,-0.212,
1942,8,-0.181,-0.201,-0.190,-0.212,
1942,9,-0.153,-0.201,-0.190,-0.212,
1942,10,-0.140,-0.201,-0.190,-0.211,
1942,11,-0.211,-0.200,-0.190,-0.211,
1942,12,-0.231,-0.200,-0.189,-0.211,
1943,1,-0.191,-0.200,-0.189,-0.210,
1943,2,-0.293,-0.199,-0.189,-0.210,
1943,3,-0.239,-0.199,-0.188,-0.210,
1943,4,-0.241,-0.199,-0.188,-0.209,
1943,5,-0.263,-0.198,-0.188,-0.209,
1943,6,-0.246,-0.198,-0.188,-0.209,
1943,7,-0.206,-0.198,-0.187,-0.208,
1943,8,-0.208,-0.197,-0.187,-0.208,
1943,9,-0.187,-0.197,-0.187,-0.208,
1943,10,-0.192,-0.197,-0.186,-0.207,
1943,11,-0.263,-0.197,-0.186,-0.207,
1943,12,-0.289,-0.196,-0.186,-0.206,
1944,1,-0.197,-0.196,-0.186,-0.206,
1944,2,-0.229,-0.196,-0.185,-0.206,
1944,3,-0.160,-0.195,-0.185,-0.205,
1944,4,-0.193,-0.195,-0.185,-0.205,
1944,5,-0.248,-0.195,-0.184,-0.205,
1944,6,-0.157,-0.194,-0.184,-0.204,
1944,7,-0.209,-0.194,-0.184,-0.204,
1944,8,-0.251,-0.194,-0.184,-0.204,
1944,9,-0.214,-0.193,-0.183,-0.203,
1944,10,-0.173,-0.193,-0.183,-0.203,
1944,11,-0.080,-0.193,-0.183,-0.203,
1944,12,-0.292,-0.192,-0.182,-0.202,
1945,1,-0.206,-0.192,-0.182,-0.202,
1945,2,-0.250,-0.192,-0.182,-0.202,
1945,3,-0.236,-0.191,-0.182,-0.201,
1945,4,-0.199,-0.191,-0.181,-0.201,
1945,5,-0.193,-0.191,-0.181,-0.201,
1945,6,-0.170,-0.191,-0.181,-0.200,
1945,7,-0.148,-0.190,-0.180,-0.200,
1945,8,-0.147,-0.190,-0.180,-0.200,
1945,9,-0.150,-0.190,-0.180,-0.199,
1945,10,-0.213,-0.189,-0.180,-0.199,
1945,11,-0.126,-0.189,-0.179,-0.199,
1945,12,0.007,-0.189,-0.179,-0.198,
1946,1,-0.142,-0.188,-0.179,-0.198,
1946,2,-0.232,-0.188,-0.178,-0.198,
1946,3,-0.111,-0.188,-0.178,-0.197,
1946,4,-0.132,-0.187,-0.178,-0.197,
1946,5,-0.169,-0.187,-0.178,-0.197,
1946,6,-0.188,-0.187,-0.177,-0.196,
1946,7,-0.099,-0.186,-0.177,-0.196,
1946,8,-0.110,-0.186,-0.177,-0.196,
1946,9,-0.132,-0.186,-0.176,-0.195,
1946,10,-0.146,-0.186,-0.176,-0.195,
1946,11,-0.132,-0.185,-0.176,-0.195,
1946,12,-0.206,-0.185,-0.176,-0.194,
1947,1,-0.203,-0.185,-0.175,-0.194,
1947,2,-0.290,-0.184,-0.175,-0.194,
1947,3,-0.273,-0.184,-0.175,-0.193,
1947,4,-0.208,-0.184,-0.174,-0.193,
1947,5,-0.227,-0.183,-0.174,-0.193,
1947,6,-0.161,-0.183,-0.174,-0.192,
1947,7,-0.209,-0.183,-0.174,-0.192,
1947,8,-0.150,-0.182,-0.173,-0.192,
1947,9,-0.132,-0.182,-0.173,-0.191,
1947,10,-0.189,-0.182,-0.173,-0.191,
1947,11,-0.004,-0.181,-0.172,-0.190,
1947,12,-0.203,-0.181,-0.172,-0.190,
1948,1,-0.158,-0.181,-0.172,-0.190,
1948,2,-0.095,-0.181,-0.172,-0.189,
1948,3,-0.160,-0.180,-0.171,-0.189,
1948,4,-0.171,-0.180,-0.171,-0.189,
1948,5,-0.157,-0.180,-0.171,-0.188,
1948,6,-0.118,-0.179,-0.170,-0.188,
1948,7,-0.163,-0.179,-0.170,-0.188,
1948,8,-0.199,-0.179,-0.170,-0.187,
1948,9,-0.144,-0.178,-0.170,-0.187,
1948,10,-0.079,-0.178,-0.169,-0.187,
1948,11,-0.132,-0.178,-0.169,-0.186,
1948,12,-0.033,-0.177,-0.169,-0.186,
1949,1,-0.136,-0.177,-0.168,-0.186,
1949,2,-0.137,-0.177,-0.168,-0.185,
1949,3,-0.227,-0.176,-0.168,-0.185,
1949,4,-0.193,-0.176,-0.168,-0.185,
1949,5,-0.138,-0.176,-0.167,-0.184,
1949,6,-0.161,-0.176,-0.167,-0.184,
1949,7,-0.184,-0.175,-0.167,-0.184,
1949,8,-0.147,-0.175,-0.166,-0.183,
1949,9,-0.190,-0.175,-0.166,-0.183,
1949,10,-0.134,-0.174,-0.166,-0.183,
1949,11,-0.214,-0.174,-0.165,-0.182,
1949,12,-0.252,-0.174,-0.165,-0.182,
1950,1,-0.286,-0.173,-0.165,-0.182,
1950,2,-0.162,-0.173,-0.165,-0.181,
1950,3,-0.340,-0.173,-0.164,-0.181,
1950,4,-0.220,-0.172,-0.164,-0.181,
1950,5,-0.211,-0.172,-0.164,-0.180,
1950,6,-0.270,-0.172,-0.163,-0.180,
1950,7,-0.254,-0.171,-0.163,-0.180,
1950,8,-0.190,-0.171,-0.163,-0.179,
1950,9,-0.132,-0.171,-0.163,-0.179,
1950,10,-0.173,-0.170,-0.162,-0.179,
1950,11,-0.229,-0.170,-0.162,-0.178,
1950,12,-0.118,-0.170,-0.162,-0.178,
1951,1,-0.249,-0.170,-0.161,-0.178,
1951,2,-0.162,-0.169,-0.161,-0.177,
1951,3,-0.087,-0.169,-0.161,-0.177,
1951,4,-0.183,-0.169,-0.161,-0.177,
1951,5,-0.102,-0.168,-0.160,-0.176,
1951,6,-0.069,-0.168,-0.160,-0.176,
1951,7,-0.175,-0.168,-0.160,-0.176,
1951,8,-0.129,-0.167,-0.159,-0.175,
1951,9,-0.205,-0.167,-0.159,-0.175,
1951,10,-0.057,-0.167,-0.159,-0.175,
1951,11,-0.202,-0.166,-0.158,-0.174,
1951,12,-0.231,-0.166,-0.158,-0.174,
1952,1,-0.149,-0.166,-0.158,-0.174,
1952,2,-0.116,-0.165,-0.158,-0.173,
1952,3,-0.105,-0.165,-0.157,-0.173,
1952,4,-0.165,-0.165,-0.157,-0.173,
1952,5,-0.132,-0.165,-0.157,-0.172,
1952,6,-0.170,-0.164,-0.156,-0.172,
1952,7,-0.206,-0.164,-0.156,-0.172,
1952,8,-0.226,-0.164,-0.156,-0.171,
1952,9,-0.177,-0.163,-0.156,-0.171,
1952,10,-0.262,-0.163,-0.155,-0.171,
1952,11,-0.174,-0.163,-0.155,-0.170,
1952,12,-0.039,-0.162,-0.155,-0.170,
1953,1,-0.078,-0.162,-0.154,-0.170,
1953,2,-0.216,-0.162,-0.154,-0.169,
1953,3,-0.136,-0.161,-0.154,-0.169,
1953,4,-0.193,-0.161,-0.153,-0.169,
1953,5,-0.132,-0.161,-0.153,-0.168,
1953,6,-0.185,-0.160,-0.153,-0.168,
1953,7,-0.129,-0.160,-0.153,-0.168,
1953,8,-0.104,-0.160,-0.152,-0.167,
1953,9,-0.205,-0.160,-0.152,-0.167,
1953,10,-0.128,-0.159,-0.152,-0.167,
1953,11,-0.141,-0.159,-0.151,-0.166,
1953,12,-0.277,-0.159,-0.151,-0.166,
1954,1,-0.149,-0.158,-0.151,-0.166,
1954,2,-0.189,-0.158,-0.150,-0.165,
1954,3,-0.242,-0.158,-0.150,-0.165,
1954,4,-0.211,-0.157,-0.150,-0.165,
1954,5,-0.093,-0.157,-0.150,-0.164,
1954,6,-0.121,-0.157,-0.149,-0.164,
1954,7,-0.145,-0.156,-0.149,-0.164,
1954,8,-0.205,-0.156,-0.149,-0.163,
1954,9,-0.241,-0.156,-0.148,-0.163,
1954,10,-0.231,-0.155,-0.148,-0.163,
1954,11,-0.232,-0.155,-0.148,-0.162,
1954,12,-0.267,-0.155,-0.148,-0.162,
1955,1,-0.112,-0.155,-0.147,-0.162,
1955,2,-0.232,-0.154,-0.147,-0.161,
1955,3,-0.267,-0.154,-0.147,-0.161,
1955,4,-0.095,-0.154,-0.146,-0.161,
1955,5,-0.169,-0.153,-0.146,-0.160,
1955,6,-0.127,-0.153,-0.146,-0.160,
1955,7,-0.157,-0.153,-0.145,-0.160,
1955,8,-0.062,-0.152,-0.145,-0.160,
1955,9,-0.104,-0.152,-0.145,-0.159,
1955,10,-0.164,-0.152,-0.145,-0.159,
1955,11,-0.181,-0.151,-0.144,-0.159,
1955,12,-0.197,-0.151,-0.144,-0.158,
1956,1,0.008,-0.151,-0.144,-0.158,
1956,2,-0.210,-0.150,-0.143,-0.158,
1956,3,-0.175,-0.150,-0.143,-0.157,
1956,4,-0.132,-0.150,-0.143,-0.157,
1956,5,-0.187,-0.149,-0.142,-0.157,
1956,6,-0.148,-0.149,-0.142,-0.156,
1956,7,-0.163,-0.149,-0.142,-0.156,
1956,8,-0.110,-0.149,-0.142,-0.156,
1956,9,-0.080,-0.148,-0.141,-0.155,
1956,10,0.007,-0.148,-0.141,-0.155,
1956,11,-0.141,-0.148,-0.141,-0.155,
1956,12,-0.182,-0.147,-0.140,-0.154,
1957,1,-0.206,-0.147,-0.140,-0.154,
1957,2,-0.082,-0.147,-0.140,-0.154,
1957,3,-0.029,-0.146,-0.139,-0.153,
1957,4,-0.229,-0.146,-0.139,-0.153,
1957,5,-0.144,-0.146,-0.139,-0.153,
1957,6,-0.136,-0.145,-0.138,-0.152,
1957,7,-0.172,-0.145,-0.138,-0.152,
1957,8,-0.120,-0.145,-0.138,-0.152,
1957,9,-0.196,-0.144,-0.138,-0.151,
1957,10,-0.121,-0.144,-0.137,-0.151,
1957,11,-0.184,-0.144,-0.137,-0.151,
1957,12,-0.203,-0.144,-0.137,-0.150,
1958,1,-0.078,-0.143,-0.136,-0.150,
1958,2,-0.207,-0.143,-0.136,-0.150,
1958,3,0.035,-0.143,-0.136,-0.149,
1958,4,-0.028,-0.142,-0.135,-0.149,
1958,5,-0.141,-0.142,-0.135,-0.149,
1958,6,-0.142,-0.142,-0.135,-0.149,
1958,7,-0.218,-0.141,-0.134,-0.148,
1958,8,-0.153,-0.141,-0.134,-0.148,
1958,9,-0.190,-0.141,-0.134,-0.148,
1958,10,-0.045,-0.140,-0.134,-0.147,
1958,11,-0.150,-0.140,-0.133,-0.147,
1958,12,-0.130,-0.140,-0.133,-0.147,
1959,1,-0.237,-0.139,-0.133,-0.146,
1959,2,-0.271,-0.139,-0.132,-0.146,
1959,3,-0.218,-0.139,-0.132,-0.146,
1959,4,-0.129,-0.139,-0.132,-0.145,
1959,5,-0.269,-0.138,-0.131,-0.145,
1959,6,-0.167,-0.138,-0.131,-0.145,
1959,7,-0.196,-0.138,-0.131,-0.144,
1959,8,-0.153,-0.137,-0.130,-0.144,
1959,9,-0.177,-0.137,-0.130,-0.144,
1959,10,-0.158,-0.137,-0.130,-0.143,
1959,11,-0.162,-0.136,-0.130,-0.143,
1959,12,-0.121,-0.136,-0.129,-0.143,
1960,1,-0.106,-0.136,-0.129,-0.142,
1960,2,-0.134,-0.135,-0.129,-0.142,
1960,3,-0.124,-0.135,-0.128,-0.142,
1960,4,-0.132,-0.135,-0.128,-0.142,
1960,5,-0.053,-0.134,-0.128,-0.141,
1960,6,-0.097,-0.134,-0.127,-0.141,
1960,7,-0.108,-0.134,-0.127,-0.141,
1960,8,-0.083,-0.134,-0.127,-0.140,
1960,9,-0.071,-0.133,-0.126,-0.140,
1960,10,-0.118,-0.133,-0.126,-0.140,
1960,11,-0.187,-0.133,-0.126,-0.139,
1960,12,-0.188,-0.132,-0.126,-0.139,
1961,1,-0.167,-0.132,-0.125,-0.139,
1961,2,-0.061,-0.132,-0.125,-0.138,
1961,3,-0.020,-0.131,-0.125,-0.138,
1961,4,-0.058,-0.131,-0.124,-0.138,
1961,5,-0.132,-0.131,-0.124,-0.137,
1961,6,-0.209,-0.130,-0.124,-0.137,
1961,7,-0.151,-0.130,-0.123,-0.137,
1961,8,-0.178,-0.130,-0.123,-0.136,
1961,9,-0.119,-0.129,-0.123,-0.136,
1961,10,-0.115,-0.129,-0.122,-0.136,
1961,11,-0.095,-0.129,-0.122,-0.136,
1961,12,-0.127,-0.128,-0.122,-0.135,
1962,1,-0.210,-0.128,-0.121,-0.135,
1962,2,-0.055,-0.128,-0.121,-0.135,
1962,3,0.078,-0.128,-0.121,-0.134,
1962,4,-0.238,-0.127,-0.120,-0.134,
1962,5,-0.102,-0.127,-0.120,-0.134,
1962,6,-0.118,-0.127,-0.120,-0.133,
1962,7,-0.102,-0.126,-0.120,-0.133,
1962,8,-0.089,-0.126,-0.119,-0.133,
1962,9,-0.159,-0.126,-0.119,-0.132,
1962,10,-0.158,-0.125,-0.119,-0.132,
1962,11,0.014,-0.125,-0.118,-0.132,
1962,12,-0.115,-0.125,-0.118,-0.131,
1963,1,-0.167,-0.124,-0.118,-0.131,
1963,2,-0.207,-0.124,-0.117,-0.131,
1963,3,-0.181,-0.124,-0.117,-0.131,
1963,4,-0.165,-0.123,-0.117,-0.130,
1963,5,-0.202,-0.123,-0.116,-0.130,
1963,6,-0.139,-0.123,-0.116,-0.130,
1963,7,-0.142,-0.123,-0.116,-0.129,
1963,8,-0.196,-0.122,-0.115,-0.129,
1963,9,-0.086,-0.122,-0.115,-0.129,
1963,10,-0.167,-0.122,-0.115,-0.128,
1963,11,-0.171,-0.121,-0.114,-0.128,
1963,12,-0.216,-0.121,-0.114,-0.128,
1964,1,-0.197,-0.121,-0.114,-0.127,
1964,2,-0.183,-0.120,-0.113,-0.127,
1964,3,-0.172,-0.120,-0.113,-0.127,
1964,4,-0.214,-0.120,-0.113,-0.127,
1964,5,-0.132,-0.119,-0.113,-0.126,
1964,6,-0.188,-0.119,-0.112,-0.126,
1964,7,-0.169,-0.119,-0.112,-0.126,
1964,8,-0.147,-0.118,-0.112,-0.125,
1964,9,-0.043,-0.118,-0.111,-0.125,
1964,10,-0.103,-0.118,-0.111,-0.125,
1964,11,-0.129,-0.118,-0.111,-0.124,
1964,12,-0.155,-0.117,-0.110,-0.124,
1965,1,-0.088,-0.117,-0.110,-0.124,
1965,2,-0.146,-0.117,-0.110,-0.124,
1965,3,-0.139,-0.116,-0.109,-0.123,
1965,4,-0.083,-0.116,-0.109,-0.123,
1965,5,-0.141,-0.116,-0.109,-0.123,
1965,6,-0.115,-0.115,-0.108,-0.122,
1965,7,-0.117,-0.115,-0.108,-0.122,
1965,8,-0.178,-0.115,-0.108,-0.122,
1965,9,-0.190,-0.114,-0.107,-0.121,
1965,10,-0.198,-0.114,-0.107,-0.121,
1965,11,-0.178,-0.114,-0.107,-0.121,
1965,12,-0.124,-0.113,-0.106,-0.120,
1966,1,-0.085,-0.113,-0.106,-0.120,
1966,2,-0.146,-0.113,-0.106,-0.120,
1966,3,-0.133,-0.113,-0.105,-0.120,
1966,4,-0.098,-0.112,-0.105,-0.119,
1966,5,-0.123,-0.112,-0.105,-0.119,
1966,6,-0.130,-0.112,-0.104,-0.119,
1966,7,-0.102,-0.111,-0.104,-0.118,
1966,8,-0.150,-0.111,-0.104,-0.118,
1966,9,-0.113,-0.111,-0.103,-0.118,
1966,10,-0.170,-0.110,-0.103,-0.117,
1966,11,-0.138,-0.110,-0.103,-0.117,
1966,12,-0.078,-0.110,-0.102,-0.117,
1967,1,-0.152,-0.109,-0.102,-0.117,
1967,2,-0.165,-0.109,-0.102,-0.116,
1967,3,-0.105,-0.109,-0.102,-0.116,
1967,4,-0.065,-0.108,-0.101,-0.116,
1967,5,-0.053,-0.108,-0.101,-0.115,
1967,6,-0.112,-0.108,-0.101,-0.115,
1967,7,-0.120,-0.107,-0.100,-0.115,
1967,8,-0.123,-0.107,-0.100,-0.114,
1967,9,-0.052,-0.107,-0.100,-0.114,
1967,10,-0.155,-0.107,-0.099,-0.114,
1967,11,-0.181,-0.106,-0.099,-0.114,
1967,12,0.004,-0.106,-0.099,-0.113,
1968,1,-0.085,-0.106,-0.098,-0.113,
1968,2,-0.128,-0.105,-0.098,-0.113,
1968,3,-0.197,-0.105,-0.098,-0.112,
1968,4,-0.113,-0.105,-0.097,-0.112,
1968,5,-0.080,-0.104,-0.097,-0.112,
1968,6,-0.100,-0.104,-0.097,-0.111,
1968,7,-0.099,-0.104,-0.096,-0.111,
1968,8,-0.120,-0.103,-0.096,-0.111,
1968,9,-0.138,-0.103,-0.096,-0.111,
1968,10,-0.207,-0.103,-0.095,-0.110,
1968,11,-0.117,-0.102,-0.095,-0.110,
1968,12,-0.225,-0.102,-0.095,-0.110,
1969,1,-0.139,-0.102,-0.094,-0.109,
1969,2,0.000,-0.102,-0.094,-0.109,
1969,3,-0.053,-0.101,-0.094,-0.109,
1969,4,-0.180,-0.101,-0.093,-0.109,
1969,5,-0.184,-0.101,-0.093,-0.108,
1969,6,-0.087,-0.100,-0.093,-0.108,
1969,7,-0.038,-0.100,-0.092,-0.108,
1969,8,-0.101,-0.100,-0.092,-0.107,
1969,9,-0.074,-0.099,-0.092,-0.107,
1969,10,-0.048,-0.099,-0.091,-0.107,
1969,11,-0.056,-0.099,-0.091,-0.106,
1969,12,-0.066,-0.098,-0.091,-0.106,
1970,1,-0.094,-0.098,-0.090,-0.106,
1970,2,-0.104,-0.098,-0.090,-0.106,
1970,3,-0.081,-0.097,-0.090,-0.105,
1970,4,-0.022,-0.097,-0.089,-0.105,
1970,5,-0.099,-0.097,-0.089,-0.105,
1970,6,-0.106,-0.097,-0.089,-0.104,
1970,7,-0.102,-0.096,-0.088,-0.104,
1970,8,-0.050,-0.096,-0.088,-0.104,
1970,9,-0.187,-0.096,-0.088,-0.104,
1970,10,-0.048,-0.095,-0.087,-0.103,
1970,11,0.002,-0.095,-0.087,-0.103,
1970,12,0.004,-0.095,-0.087,-0.103,
1971,1,-0.133,-0.094,-0.086,-0.102,
1971,2,-0.165,-0.094,-0.086,-0.102,
1971,3,-0.148,-0.094,-0.086,-0.102,
1971,4,-0.046,-0.093,-0.085,-0.101,
1971,5,-0.053,-0.093,-0.085,-0.101,
1971,6,-0.026,-0.093,-0.085,-0.101,
1971,7,-0.096,-0.092,-0.084,-0.101,
1971,8,-0.107,-0.092,-0.084,-0.100,
1971,9,-0.068,-0.092,-0.084,-0.100,
1971,10,0.071,-0.092,-0.083,-0.100,
1971,11,-0.001,-0.091,-0.083,-0.099,
1971,12,-0.088,-0.091,-0.083,-0.099,
1972,1,-0.088,-0.091,-0.082,-0.099,
1972,2,-0.101,-0.090,-0.082,-0.099,
1972,3,-0.063,-0.090,-0.082,-0.098,
1972,4,-0.025,-0.090,-0.081,-0.098,
1972,5,0.020,-0.089,-0.081,-0.098,
1972,6,-0.103,-0.089,-0.081,-0.097,
1972,7,-0.075,-0.089,-0.080,-0.097,
1972,8,-0.086,-0.088,-0.080,-0.097,
1972,9,0.015,-0.088,-0.080,-0.097,
1972,10,-0.036,-0.088,-0.079,-0.096,
1972,11,0.039,-0.087,-0.079,-0.096,
1972,12,0.022,-0.087,-0.079,-0.096,
1973,1,-0.002,-0.087,-0.078,-0.095,
1973,2,0.070,-0.086,-0.078,-0.095,
1973,3,0.047,-0.086,-0.078,-0.095,
1973,4,-0.040,-0.086,-0.077,-0.094,
1973,5,-0.047,-0.086,-0.077,-0.094,
1973,6,-0.118,-0.085,-0.077,-0.094,
1973,7,-0.062,-0.085,-0.076,-0.094,
1973,8,-0.059,-0.085,-0.076,-0.093,
1973,9,-0.077,-0.084,-0.076,-0.093,
1973,10,-0.073,-0.084,-0.075,-0.093,
1973,11,-0.232,-0.084,-0.075,-0.092,
1973,12,-0.072,-0.083,-0.075,-0.092,
1974,1,0.023,-0.083,-0.074,-0.092,
1974,2,0.003,-0.083,-0.074,-0.092,
1974,3,-0.117,-0.082,-0.074,-0.091,
1974,4,-0.144,-0.082,-0.073,-0.091,
1974,5,-0.050,-0.082,-0.073,-0.091,
1974,6,0.028,-0.081,-0.073,-0.090,
1974,7,-0.029,-0.081,-0.072,-0.090,
1974,8,-0.086,-0.081,-0.072,-0.090,
1974,9,-0.062,-0.081,-0.071,-0.090,
1974,10,-0.192,-0.080,-0.071,-0.089,
1974,11,-0.141,-0.080,-0.071,-0.089,
1974,12,-0.042,-0.080,-0.070,-0.089,
1975,1,-0.097,-0.079,-0.070,-0.088,
1975,2,-0.052,-0.079,-0.070,-0.088,
1975,3,-0.038,-0.079,-0.069,-0.088,
1975,4,-0.129,-0.078,-0.069,-0.088,
1975,5,-0.038,-0.078,-0.069,-0.087,
1975,6,-0.045,-0.078,-0.068,-0.087,
1975,7,-0.041,-0.077,-0.068,-0.087,
1975,8,-0.068,-0.077,-0.068,-0.086,
1975,9,-0.065,-0.077,-0.067,-0.086,
1975,10,-0.033,-0.076,-0.067,-0.086,
1975,11,-0.034,-0.076,-0.067,-0.086,
1975,12,0.028,-0.076,-0.066,-0.085,
1976,1,-0.088,-0.076,-0.066,-0.085,
1976,2,-0.198,-0.075,-0.066,-0.085,
1976,3,-0.136,-0.075,-0.065,-0.084,
1976,4,-0.095,-0.075,-0.065,-0.084,
1976,5,-0.163,-0.074,-0.065,-0.084,
1976,6,-0.124,-0.074,-0.064,-0.084,
1976,7,-0.090,-0.074,-0.064,-0.083,
1976,8,-0.080,-0.073,-0.064,-0.083,
1976,9,-0.144,-0.073,-0.063,-0.083,
1976,10,-0.112,-0.073,-0.063,-0.082,
1976,11,-0.235,-0.072,-0.063,-0.082,
1976,12,-0.225,-0.072,-0.062,-0.082,
1977,1,-0.258,-0.072,-0.062,-0.082,
1977,2,-0.274,-0.071,-0.062,-0.081,
1977,3,-0.194,-0.071,-0.061,-0.081,
1977,4,-0.208,-0.071,-0.061,-0.081,
1977,5,-0.126,-0.071,-0.061,-0.080,
1977,6,-0.090,-0.070,-0.060,-0.080,
1977,7,-0.108,-0.070,-0.060,-0.080,
1977,8,-0.174,-0.070,-0.060,-0.080,
1977,9,-0.062,-0.069,-0.059,-0.079,
1977,10,-0.128,-0.069,-0.059,-0.079,
1977,11,-0.046,-0.069,-0.059,-0.079,
1977,12,0.001,-0.068,-0.058,-0.078,
1978,1,-0.139,-0.068,-0.058,-0.078,
1978,2,0.061,-0.068,-0.058,-0.078,
1978,3,-0.032,-0.067,-0.057,-0.078,
1978,4,0.036,-0.067,-0.057,-0.077,
1978,5,-0.001,-0.067,-0.057,-0.077,
1978,6,-0.109,-0.066,-0.056,-0.077,
1978,7,-0.014,-0.066,-0.056,-0.076,
1978,8,-0.074,-0.066,-0.056,-0.076,
1978,9,-0.010,-0.065,-0.055,-0.076,
1978,10,-0.091,-0.065,-0.055,-0.076,
1978,11,0.033,-0.065,-0.054,-0.075,
1978,12,-0.142,-0.065,-0.054,-0.075,
1979,1,-0.069,-0.064,-0.054,-0.075,
1979,2,0.000,-0.064,-0.053,-0.074,
1979,3,-0.087,-0.064,-0.053,-0.074,
1979,4,-0.034,-0.063,-0.053,-0.074,
1979,5,-0.093,-0.063,-0.052,-0.074,
1979,6,-0.042,-0.063,-0.052,-0.073,
1979,7,-0.029,-0.062,-0.052,-0.073,
1979,8,-0.046,-0.062,-0.051,-0.073,
1979,9,-0.049,-0.062,-0.051,-0.072,
1979,10,-0.152,-0.061,-0.051,-0.072,
1979,11,-0.089,-0.061,-0.050,-0.072,
1979,12,-0.075,-0.061,-0.050,-0.072,
